Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
1080.,  6.784E-02,  8.722E-02,  2.854E-03,  1.750E-04,   NaN,  8.656E-02,  7.605E-02,  1.337E-03,  3.073E-04,   NaN,  43.10,  40.02,  24.0, 661.9, 719.8, 209.9, 676.8, 257.4, 776.8,  10.0, 414.6, 663.9,  70.0,  10.0, 550.7, 233.1, 376.6, 652.8, 596.5, 649.0, 609.3,  57.3,  71.9, 531.8, 384.6, 426.8, 219.5,  78.5, 207.2,  88.7,  80.8,  74.9,  66.4, -4.56, -3.32, -4.33, -2.39, -0.17,  0.94,  0.91,  0.87,  1.02, 126.9,   NaN, 2.305333,  62.9,  2.055E-01,  3.605E-03,  1.293E-04,        NaN,  37.8,  1.029E-01,  8.844E-02
1110.,  8.391E-02,  7.717E-02,  2.215E-03,  1.263E-04,   NaN,  9.946E-02,  6.780E-02,  1.385E-03,  2.188E-04,   NaN,  40.28,  36.17,  24.1, 636.1, 677.1, 192.0, 666.0, 229.4, 720.4,  10.0, 386.5, 623.2,  70.4,  10.0, 523.5, 218.8, 356.9, 619.9, 565.3, 588.8, 560.3,  53.5,  71.1, 491.6, 344.5, 386.0, 172.0,  70.8, 184.7, 104.5,  80.0,  69.9,  60.1, -4.40, -3.19, -4.18, -2.30,  0.15,  0.95,  0.88,  0.85,  1.03, 120.0,   NaN, 2.368833,  59.3,  2.059E-01,  3.268E-03,  1.267E-04,        NaN,  35.0,  9.073E-02,  7.907E-02
1140.,  9.030E-02,  7.352E-02,  1.677E-03,  9.217E-05,   NaN,  1.012E-01,  6.588E-02,  1.191E-03,  5.427E-04,   NaN,  41.71,  36.19,  24.1, 636.0, 667.1, 195.1, 666.8, 220.7, 717.3,  10.0, 374.1, 613.7,  70.6,  10.0, 519.3, 217.4, 359.2, 616.7, 564.5, 569.3, 549.4,  50.8,  71.1, 486.2, 326.9, 376.8, 164.6,  67.9, 177.1, 108.2,  81.1,  67.6,  61.0, -4.38, -3.19, -4.24, -2.27,  0.05,  0.92,  0.90,  0.85,  1.01, 120.7,   NaN, 2.332333,  57.7,  2.058E-01,  3.241E-03,  1.097E-04,        NaN,  36.4,  8.594E-02,  7.666E-02
1170.,  8.073E-02,  7.947E-02,  1.431E-03,  7.417E-05,   NaN,  9.534E-02,  6.890E-02,  9.208E-04,  2.520E-03,   NaN,  44.26,  42.37,  24.1, 655.2, 690.0, 196.4, 681.4, 234.1, 782.7,  10.0, 390.9, 642.4,  73.9,  10.0, 547.4, 230.9, 396.0, 637.4, 595.2, 630.1, 618.4,  51.3,  71.7, 536.9, 354.2, 427.4, 209.5,  67.5, 193.6,  86.7,  79.6,  71.9,  64.8, -4.62, -3.34, -4.41, -2.40, -0.24,  0.91,  0.87,  0.87,  1.01, 137.7,   NaN, 2.353333,  58.7,  2.054E-01,  3.468E-03,  8.917E-05,        NaN,  42.9,  9.246E-02,  7.979E-02
1200.,  6.683E-02,  8.920E-02,  1.063E-03,  9.457E-04,   NaN,  7.732E-02,  7.942E-02,  1.014E-03,  1.407E-03,   NaN,  52.29,  49.10,  24.1, 684.4, 749.6, 212.5, 710.3, 248.6, 829.3,  10.0, 417.4, 692.8,  75.2,  10.0, 594.7, 244.4, 418.1, 681.6, 641.5, 676.9, 658.4,  54.9,  72.1, 572.2, 400.6, 473.2, 233.9,  72.8, 214.3, 113.4,  98.0,  81.9,  82.3, -4.84, -3.45, -4.58, -2.49, -0.38,  0.95,  0.89,  0.87,  1.00, 157.5,   NaN, 2.257833,  61.1,  2.047E-01,  3.893E-03,  8.667E-05,        NaN,  54.7,  1.032E-01,  9.193E-02
1230.,  5.806E-02,  9.196E-02,  9.573E-04,  8.133E-05,   NaN,  6.871E-02,  8.438E-02,  9.823E-04,  4.195E-03,   NaN,  53.21,  52.05,  24.1, 701.9, 778.1, 238.1, 712.1, 279.3, 888.1,  10.0, 445.1, 725.2,  77.6,  10.0, 615.9, 254.4, 441.1, 719.5, 665.5, 744.3, 701.0,  59.0,  73.1, 616.8, 439.7, 503.0, 262.5,  82.2, 240.6, 112.8,  90.8,  85.7,  80.9, -4.97, -3.49, -4.69, -2.59, -0.44,  0.96,  0.90,  0.90,  1.03, 168.3,   NaN, 2.264000,  64.4,  2.043E-01,  4.244E-03,  8.350E-05,        NaN,  57.2,  1.062E-01,  9.755E-02
1260.,  6.182E-02,  9.148E-02,  7.355E-04,  5.775E-04,   NaN,  5.416E-02,  9.275E-02,  1.560E-03,  1.511E-03,   NaN,  62.43,  59.99,  24.2, 720.3, 837.8, 244.6, 737.0, 282.9, 911.3,  10.0, 466.6, 768.2,  76.2,  10.0, 663.8, 269.8, 450.1, 755.7, 711.1, 759.7, 737.3,  62.9,  73.6, 640.9, 463.0, 545.0, 268.5,  85.1, 257.6, 142.3, 106.1,  96.6,  88.1, -5.23, -3.65, -4.80, -2.69, -0.39,  1.01,  0.93,  0.88,  1.04, 192.4,   NaN, 2.313500,  66.5,  2.037E-01,  4.560E-03,  9.200E-05,        NaN,  69.8,  1.054E-01,  1.078E-01
1290.,  6.047E-02,  9.292E-02,  6.312E-04,  2.125E-04,   NaN,  5.301E-02,  9.436E-02,  1.300E-03,  1.317E-03,   NaN,  62.92,  61.20,  24.1, 739.8, 844.5, 286.2, 756.2, 310.9, 947.1,  10.0, 488.0, 782.5,  79.0,  10.0, 673.1, 279.0, 459.4, 780.5, 721.2, 805.6, 764.2,  67.0,  73.9, 675.7, 497.0, 560.4, 292.4,  94.3, 275.5, 140.4, 111.6, 100.6,  91.9, -5.25, -3.67, -4.88, -2.83, -0.43,  1.01,  0.95,  0.91,  1.06, 195.2,   NaN, 2.274500,  69.4,  2.035E-01,  4.815E-03,  9.867E-05,        NaN,  74.9,  1.069E-01,  1.093E-01
1320.,  6.280E-02,  9.162E-02,  6.500E-04,  6.722E-04,   NaN,  6.412E-02,  8.864E-02,  7.963E-04,  1.874E-03,   NaN,  59.55,  57.78,  24.0, 721.5, 806.8, 278.4, 734.9, 302.7, 921.1,  10.0, 476.2, 759.0,  76.8,  10.0, 656.5, 275.7, 447.8, 754.3, 703.6, 776.9, 737.2,  66.8,  73.7, 643.8, 471.3, 533.8, 294.4,  94.4, 265.1, 126.5, 109.4,  95.6,  87.7, -5.15, -3.64, -4.79, -2.75, -0.43,  1.01,  0.95,  0.90,  1.05, 173.4,   NaN, 2.276500,  69.0,  2.042E-01,  4.376E-03,  9.617E-05,        NaN,  60.9,  1.055E-01,  1.022E-01
1350.,  6.193E-02,  9.268E-02,  5.838E-04,  7.473E-04,   NaN,  6.388E-02,  8.792E-02,  8.785E-04,  8.303E-04,   NaN,  59.11,  57.15,  24.2, 723.4, 821.8, 256.7, 740.5, 302.7, 898.0,  10.0, 472.3, 762.7,  81.0,  10.0, 667.4, 274.6, 457.4, 754.4, 705.4, 752.2, 719.3,  65.1,  73.5, 621.6, 457.4, 521.5, 281.8,  92.0, 261.4, 117.2, 100.4,  91.7,  79.0, -5.22, -3.64, -4.79, -2.65, -0.43,  0.97,  0.93,  0.90,  1.05, 169.3,   NaN, 2.250000,  68.7,  2.043E-01,  4.292E-03,  9.400E-05,        NaN,  56.0,  1.066E-01,  1.015E-01
1380.,  6.048E-02,  9.069E-02,  7.187E-04,  6.610E-04,   NaN,  7.602E-02,  8.046E-02,  6.857E-04,  4.292E-04,   NaN,  56.16,  54.25,  24.2, 721.6, 802.5, 258.1, 732.0, 297.5, 884.5,  10.0, 469.4, 745.1,  81.3,  10.0, 647.2, 269.0, 430.5, 730.7, 677.8, 746.3, 709.5,  63.8,  73.7, 615.0, 452.8, 513.7, 283.5,  90.3, 257.6, 111.1,  98.8,  91.2,  89.0, -5.06, -3.59, -4.72, -2.64, -0.48,  0.98,  0.95,  0.91,  1.02, 162.7,   NaN, 2.287167,  67.9,  2.045E-01,  4.102E-03,  9.233E-05,        NaN,  52.1,  1.045E-01,  9.274E-02
1410.,  6.983E-02,  8.674E-02,  8.130E-04,  9.075E-04,   NaN,  8.008E-02,  7.871E-02,  5.030E-04,  4.085E-04,   NaN,  52.90,  50.45,  24.2, 698.6, 760.1, 238.1, 709.5, 285.6, 839.5,  10.0, 454.6, 716.8,  80.8,  10.0, 620.6, 257.8, 427.1, 700.5, 655.2, 713.3, 679.0,  61.0,  73.0, 595.0, 428.0, 486.5, 268.2,  85.9, 241.9, 106.7,  91.8,  83.1,  75.4, -4.95, -3.51, -4.68, -2.57, -0.32,  0.96,  0.92,  0.90,  1.04, 151.5,   NaN, 2.350333,  66.3,  2.050E-01,  3.785E-03,  9.200E-05,        NaN,  44.3,  1.001E-01,  9.053E-02
1440.,  6.814E-02,  8.596E-02,  8.557E-04,  2.450E-05,   NaN,  8.298E-02,  7.692E-02,  5.120E-04,  2.730E-04,   NaN,  51.97,  49.70,  24.1, 693.9, 746.4, 241.0, 708.8, 282.0, 836.5,  10.0, 445.5, 708.6,  80.6,  10.0, 612.3, 255.8, 429.3, 694.5, 649.4, 709.8, 676.8,  59.4,  72.9, 587.3, 423.9, 484.0, 256.8,  83.2, 238.3,  97.7,  88.6,  82.8,  75.1, -4.90, -3.51, -4.67, -2.55, -0.27,  0.95,  0.92,  0.88,  1.05, 147.7,   NaN, 2.304333,  65.3,  2.050E-01,  3.706E-03,  8.817E-05,        NaN,  44.5,  9.922E-02,  8.850E-02
1470.,  7.890E-02,  8.070E-02,  1.008E-03,  1.733E-05,   NaN,  8.972E-02,  7.252E-02,  5.173E-04,  8.270E-04,   NaN,  48.80,  48.80,  24.2, 679.8, 729.8, 231.5, 690.0, 282.2, 824.2,  10.0, 440.5, 705.4,  82.4,  10.0, 610.0, 252.4, 433.4, 682.3, 639.7, 714.1, 679.9,  58.8,  72.8, 596.7, 427.1, 489.2, 261.7,  80.6, 231.6,  92.1,  84.1,  81.0,  67.7, -4.95, -3.51, -4.65, -2.53, -0.38,  0.93,  0.92,  0.89,  1.05, 144.5,   NaN, 2.334500,  65.0,  2.052E-01,  3.620E-03,  8.300E-05,        NaN,  42.0,  9.338E-02,  8.347E-02
1500.,  7.331E-02,  8.425E-02,  8.267E-04,  1.050E-03,   NaN,  8.118E-02,  7.697E-02,  6.058E-04,  1.184E-03,   NaN,  50.86,  50.42,  24.2, 688.8, 752.4, 213.1, 686.6, 280.0, 834.2,  10.0, 442.6, 713.2,  84.4,  10.0, 618.7, 256.1, 457.6, 703.3, 662.9, 705.5, 675.8,  58.3,  72.9, 585.1, 419.5, 485.8, 270.0,  79.3, 236.6,  83.6,  82.8,  80.2,  69.6, -5.02, -3.54, -4.73, -2.50, -0.42,  0.90,  0.91,  0.88,  1.03, 148.8,   NaN, 2.313833,  64.9,  2.050E-01,  3.691E-03,  7.717E-05,        NaN,  43.3,  9.723E-02,  8.866E-02
1530.,  6.069E-02,  9.102E-02,  8.750E-04,  1.083E-05,   NaN,  7.511E-02,  8.047E-02,  6.902E-04,  4.867E-04,   NaN,  54.33,  50.92,  24.2, 702.7, 787.6, 223.4, 711.5, 281.1, 851.7,  10.0, 448.9, 727.5,  87.6,  10.0, 625.3, 261.8, 439.4, 716.4, 661.6, 709.5, 677.8,  59.3,  73.0, 585.7, 420.5, 487.6, 265.9,  82.3, 239.0, 100.7,  89.5,  83.3,  76.0, -4.98, -3.54, -4.69, -2.54, -0.30,  0.94,  0.92,  0.89,  1.04, 155.9,   NaN, 2.318667,  65.5,  2.048E-01,  3.804E-03,  7.700E-05,        NaN,  45.4,  1.050E-01,  9.275E-02
1560.,  7.037E-02,  8.366E-02,  6.955E-04,  3.462E-04,   NaN,  7.652E-02,  7.979E-02,  5.670E-04,  1.245E-03,   NaN,  55.09,  51.64,  24.3, 702.1, 776.5, 245.9, 725.5, 284.9, 864.1,  10.0, 455.4, 725.1,  86.9,  10.0, 620.6, 261.0, 439.6, 703.9, 655.3, 705.6, 680.3,  60.1,  73.1, 597.1, 423.0, 491.1, 259.5,  83.6, 244.4,  98.0,  90.0,  86.0,  76.4, -4.96, -3.55, -4.76, -2.61, -0.34,  0.96,  0.93,  0.90,  1.06, 157.2,   NaN, 2.309333,  65.7,  2.048E-01,  3.856E-03,  7.933E-05,        NaN,  48.0,  9.641E-02,  9.183E-02
1590.,  7.279E-02,  8.465E-02,  7.127E-04,  1.241E-03,   NaN,  7.629E-02,  7.971E-02,  5.692E-04,  6.087E-04,   NaN,  55.16,  51.22,  24.2, 699.2, 774.1, 232.5, 713.3, 280.6, 848.7,  10.0, 451.7, 730.8,  89.1,  10.0, 628.1, 260.2, 437.6, 708.0, 660.7, 727.0, 690.5,  62.0,  73.0, 599.2, 433.4, 500.2, 278.8,  86.9, 243.9, 125.2,  98.3,  87.5,  74.8, -5.07, -3.56, -4.68, -2.59, -0.41,  1.02,  0.96,  0.88,  1.07, 158.2,   NaN, 2.359667,  66.4,  2.048E-01,  3.854E-03,  7.200E-05,        NaN,  45.8,  9.756E-02,  9.174E-02
1620.,  6.848E-02,  8.454E-02,  6.570E-04,  1.050E-05,   NaN,  7.709E-02,  7.947E-02,  5.412E-04,  3.607E-04,   NaN,  55.92,  51.36,  24.2, 711.9, 785.4, 245.5, 727.8, 291.7, 850.9,  10.0, 460.0, 734.7,  90.2,  10.0, 634.8, 259.3, 432.4, 719.8, 666.1, 726.4, 692.7,  60.8,  73.1, 611.0, 441.5, 510.9, 277.1,  85.6, 245.0, 103.5,  92.4,  87.2,  79.6, -5.13, -3.57, -4.75, -2.63, -0.33,  0.94,  0.95,  0.91,  1.05, 166.9,   NaN, 2.420000,  67.5,  2.047E-01,  3.916E-03,  7.250E-05,        NaN,  47.5,  9.737E-02,  9.144E-02
1650.,  7.905E-02,  7.995E-02,  6.015E-04,  1.367E-05,   NaN,  8.308E-02,  7.585E-02,  3.812E-04,  3.497E-04,   NaN,  53.22,  51.22,  24.2, 700.4, 765.3, 228.9, 701.5, 292.2, 838.2,  10.0, 454.9, 730.8,  94.8,  10.0, 630.5, 258.6, 458.4, 722.1, 670.3, 734.8, 696.3,  60.3,  73.5, 605.1, 435.9, 499.1, 270.7,  83.1, 244.2,  93.1,  89.0,  83.5,  72.2, -5.11, -3.58, -4.80, -2.58, -0.40,  0.92,  0.93,  0.90,  1.04, 154.4,   NaN, 2.356667,  67.5,  2.049E-01,  3.722E-03,  6.500E-05,        NaN,  42.3,  9.206E-02,  8.712E-02
1680.,  6.961E-02,  8.620E-02,  6.392E-04,  2.067E-05,   NaN,  8.100E-02,  7.709E-02,  3.440E-04,  5.363E-04,   NaN,  53.84,  51.38,  24.2, 702.8, 766.3, 221.1, 703.3, 284.2, 844.4,  10.0, 456.2, 728.6,  93.0,  10.0, 630.2, 259.1, 456.1, 720.9, 672.1, 728.0, 695.1,  60.4,  73.3, 595.6, 427.5, 497.1, 290.5,  84.6, 242.9,  92.4,  87.4,  83.5,  68.4, -5.08, -3.58, -4.77, -2.56, -0.50,  0.93,  0.92,  0.89,  1.03, 152.7,   NaN, 2.304167,  67.2,  2.049E-01,  3.728E-03,  6.550E-05,        NaN,  43.2,  9.924E-02,  8.850E-02
1710.,  7.546E-02,  8.100E-02,  6.660E-04,  1.567E-05,   NaN,  8.831E-02,  7.277E-02,  3.340E-04,  4.858E-04,   NaN,  51.23,  49.54,  24.2, 693.4, 747.1, 234.4, 693.3, 285.8, 823.9,  10.0, 450.1, 725.1,  94.4,  10.0, 621.8, 256.1, 427.1, 712.8, 662.7, 738.1, 698.7,  59.7,  73.2, 613.7, 443.2, 504.2, 274.5,  82.8, 237.3, 104.2,  89.6,  82.7,  71.9, -5.01, -3.56, -4.70, -2.60, -0.30,  0.94,  0.94,  0.91,  1.05, 147.0,   NaN, 2.307333,  66.7,  2.051E-01,  3.623E-03,  6.367E-05,        NaN,  39.3,  9.334E-02,  8.355E-02
1740.,  7.964E-02,  7.987E-02,  6.930E-04,  6.167E-06,   NaN,  8.820E-02,  7.262E-02,  4.203E-04,  7.940E-04,   NaN,  52.90,  49.44,  24.2, 692.2, 749.8, 232.1, 690.4, 282.6, 820.0,  10.0, 450.2, 720.0,  95.3,  10.0, 618.5, 255.4, 431.1, 703.2, 654.5, 725.9, 686.6,  59.0,  73.4, 599.9, 438.5, 497.5, 263.3,  80.7, 235.2,  99.5,  89.1,  83.9,  75.6, -4.99, -3.56, -4.69, -2.58, -0.46,  0.93,  0.92,  0.91,  1.05, 147.2,   NaN, 2.279834,  66.5,  2.050E-01,  3.613E-03,  6.467E-05,        NaN,  40.5,  9.207E-02,  8.348E-02
1770.,  7.443E-02,  8.203E-02,  5.470E-04,        NaN,   NaN,  8.427E-02,  7.471E-02,  4.708E-04,  1.005E-03,   NaN,  53.80,  51.82,  24.2, 702.9, 767.0, 223.7, 700.9, 287.7, 843.0,  10.0, 460.9, 736.3,  97.2,  10.0, 636.6, 261.3, 454.0, 712.3, 667.7, 735.0, 700.6,  60.6,  73.6, 616.5, 429.7, 504.4, 280.8,  81.6, 254.8,  86.6,  86.8,  83.0,  70.5, -5.08, -3.60, -4.80, -2.61, -0.51,  0.91,  0.94,  0.91,  1.04, 151.2,   NaN, 2.256833,  66.8,  2.048E-01,  3.755E-03,  6.300E-05,        NaN,  42.1,  9.437E-02,  8.593E-02
1800.,  7.763E-02,  8.015E-02,  5.150E-04,        NaN,   NaN,  8.385E-02,  7.506E-02,  5.172E-04,  5.530E-04,   NaN,  53.73,  52.15,  24.2, 701.2, 770.5, 234.5, 704.4, 281.1, 849.4,  10.0, 461.5, 739.7,  98.8,  10.0, 643.0, 261.6, 451.8, 727.6, 677.3, 739.3, 704.8,  62.0,  73.0, 622.8, 454.0, 525.9, 274.1,  85.6, 244.0, 101.7,  94.7,  86.6,  82.4, -5.12, -3.57, -4.79, -2.65, -0.36,  0.97,  0.96,  0.89,  1.04, 160.4,   NaN, 2.336500,  67.6,  2.047E-01,  3.814E-03,  6.250E-05,        NaN,  45.5,  9.219E-02,  8.638E-02
1830.,  8.124E-02,  7.791E-02,  5.537E-04,        NaN,   NaN,  8.721E-02,  7.315E-02,  3.942E-04,  6.060E-04,   NaN,  53.13,  51.97,  24.2, 698.2, 766.6, 233.2, 701.9, 285.4, 836.6,  10.0, 466.5, 740.6, 100.3,  10.0, 644.4, 261.5, 464.6, 724.7, 675.2, 742.8, 706.1,  61.5,  73.3, 611.5, 441.7, 507.4, 271.5,  86.6, 246.1,  93.6,  88.7,  85.4,  70.8, -5.15, -3.61, -4.83, -2.60, -0.43,  0.95,  0.93,  0.89,  1.07, 154.8,   NaN, 2.303667,  67.8,  2.048E-01,  3.776E-03,  6.217E-05,        NaN,  42.9,  8.968E-02,  8.405E-02
1860.,  7.845E-02,  8.090E-02,  5.540E-04,        NaN,   NaN,  7.766E-02,  7.808E-02,  4.598E-04,  7.875E-04,   NaN,  52.41,  51.79,  24.2, 701.0, 770.4, 225.7, 703.4, 279.3, 859.7,  10.0, 464.6, 735.4, 101.8,  10.0, 640.0, 261.8, 449.6, 718.0, 665.6, 741.0, 704.4,  61.1,  73.3, 610.3, 429.7, 500.9, 289.3,  87.0, 249.0,  92.6,  88.0,  86.0,  68.6, -5.07, -3.60, -4.79, -2.61, -0.50,  0.93,  0.92,  0.87,  1.02, 152.4,   NaN, 2.315167,  67.4,  2.049E-01,  3.744E-03,  6.167E-05,        NaN,  41.6,  9.309E-02,  8.976E-02
1890.,  6.871E-02,  8.535E-02,  4.700E-04,  2.000E-06,   0.0,  7.823E-02,  7.795E-02,  4.850E-04,  3.905E-04,   0.0,  56.27,  53.32,  24.2, 715.9, 793.6, 223.9, 716.0, 280.0, 858.9,  10.0, 472.0, 746.2, 106.4,  10.0, 647.7, 267.0, 462.6, 733.0, 688.3, 742.1, 710.2,  62.2,  73.4, 612.9, 431.7, 510.7, 295.8,  88.9, 250.0,  97.6,  91.3,  88.6,  67.1, -5.19, -3.65, -4.84, -2.62, -0.47,  0.96,  0.93,  0.85,  1.05, 159.1,   NaN, 2.305000,  67.5,  2.047E-01,  3.862E-03,  5.950E-05,        NaN,  44.1,  9.808E-02,  8.964E-02
1920.,  7.388E-02,  8.244E-02,  4.502E-04,  8.000E-06,   0.0,  8.104E-02,  7.638E-02,  5.633E-04,  7.755E-04,   0.0,  55.38,  53.36,  24.2, 715.2, 798.7, 235.2, 718.8, 289.7, 855.2,  10.0, 473.4, 752.0, 106.3,  10.0, 652.9, 268.0, 456.9, 735.2, 686.5, 741.8, 708.8,  62.9,  73.5, 620.4, 455.1, 522.6, 284.1,  90.7, 252.8,  99.6,  95.0,  89.3,  76.0, -5.17, -3.65, -4.84, -2.62, -0.38,  0.95,  0.93,  0.88,  1.04, 158.2,   NaN, 2.295833,  68.1,  2.047E-01,  3.903E-03,  5.917E-05,        NaN,  44.7,  9.473E-02,  8.793E-02
1950.,  7.379E-02,  8.281E-02,  4.172E-04,  1.034E-03,   0.0,  8.245E-02,  7.593E-02,  4.402E-04,  9.307E-04,   0.0,  53.32,  52.31,  24.3, 713.9, 780.5, 239.8, 717.0, 285.5, 866.3,  10.0, 471.6, 740.2, 113.5,  10.0, 642.0, 266.9, 463.7, 725.2, 677.4, 740.6, 708.2,  62.6,  73.5, 614.5, 444.4, 509.9, 298.4,  89.9, 250.0,  94.6,  92.2,  88.1,  74.0, -5.07, -3.63, -4.87, -2.63, -0.50,  0.94,  0.93,  0.87,  1.04, 154.1,   NaN, 2.322167,  67.7,  2.049E-01,  3.764E-03,  6.000E-05,        NaN,  43.1,  9.512E-02,  8.728E-02
1980.,  7.177E-02,  8.300E-02,  4.623E-04,  2.500E-06,   0.0,  8.505E-02,  7.455E-02,  4.025E-04,  1.058E-03,   0.0,  52.25,  51.43,  24.2, 714.5, 772.7, 239.3, 711.3, 277.2, 863.2,  10.0, 468.2, 735.8, 115.2,  10.0, 641.3, 262.9, 450.6, 720.5, 673.7, 737.8, 703.0,  62.8,  73.3, 613.4, 438.6, 510.5, 292.6,  90.5, 248.3, 106.3,  94.3,  88.6,  71.7, -5.09, -3.60, -4.82, -2.63, -0.42,  0.99,  0.94,  0.87,  1.05, 153.5,   NaN, 2.313333,  67.8,  2.049E-01,  3.768E-03,  6.000E-05,        NaN,  42.9,  9.539E-02,  8.566E-02
2010.,  7.702E-02,  8.117E-02,  4.657E-04,  6.500E-06,   0.0,  8.720E-02,  7.297E-02,  3.145E-04,  1.162E-03,   0.0,  51.98,  50.89,  24.2, 710.4, 755.7, 240.1, 706.9, 284.6, 842.7,  10.0, 467.4, 726.4, 114.7,  10.0, 632.5, 260.4, 445.2, 711.4, 668.4, 736.9, 702.7,  61.4,  73.2, 612.0, 441.1, 509.5, 279.2,  87.1, 247.3,  97.3,  91.2,  86.4,  81.2, -5.09, -3.60, -4.81, -2.63, -0.33,  0.93,  0.94,  0.90,  1.03, 149.2,   NaN, 2.277167,  67.7,  2.049E-01,  3.732E-03,  5.867E-05,        NaN,  42.0,  9.330E-02,  8.375E-02
2040.,  6.756E-02,  8.563E-02,  5.358E-04,  1.500E-06,   NaN,  8.532E-02,  7.420E-02,  3.622E-04,  3.402E-04,   NaN,  51.81,  50.88,  24.2, 708.0, 766.1, 237.9, 720.4, 282.4, 847.7,  10.0, 470.1, 730.8, 118.7,  10.0, 635.1, 262.5, 439.5, 716.8, 672.5, 734.6, 702.1,  61.3,  73.3, 607.3, 440.2, 508.9, 286.7,  86.5, 246.3,  99.8,  91.0,  87.7,  73.4, -5.06, -3.61, -4.83, -2.62, -0.43,  0.94,  0.94,  0.88,  1.05, 150.3,   NaN, 2.287500,  67.3,  2.049E-01,  3.766E-03,  6.017E-05,        NaN,  43.6,  9.847E-02,  8.522E-02
2070.,  7.751E-02,  8.051E-02,  4.622E-04,  5.130E-04,   NaN,  8.193E-02,  7.594E-02,  2.975E-04,  1.065E-03,   NaN,  50.95,  51.75,  24.2, 700.5, 759.1, 230.7, 702.5, 274.9, 849.7,  10.0, 468.4, 733.3, 114.4,  10.0, 638.9, 259.9, 464.0, 715.1, 673.4, 734.5, 699.8,  61.1,  73.3, 607.7, 430.3, 498.1, 284.5,  87.8, 246.5,  94.2,  89.3,  86.3,  68.9, -5.09, -3.61, -4.87, -2.61, -0.39,  0.95,  0.93,  0.86,  1.05, 147.7,   NaN, 2.294167,  67.5,  2.050E-01,  3.702E-03,  5.783E-05,        NaN,  42.3,  9.253E-02,  8.713E-02
2100.,  7.560E-02,  8.044E-02,  4.300E-04,  0.000E+00,   NaN,  8.338E-02,  7.561E-02,  3.065E-04,  1.890E-04,   NaN,  51.69,  52.39,  24.2, 711.2, 768.5, 239.7, 709.6, 283.1, 862.8,  10.0, 471.9, 740.6, 114.0,  10.0, 643.3, 262.4, 451.3, 729.5, 680.6, 744.3, 711.9,  62.9,  73.5, 619.5, 447.5, 521.0, 286.6,  90.8, 244.7, 112.9,  97.6,  88.2,  80.6, -5.09, -3.60, -4.84, -2.66, -0.38,  0.98,  0.96,  0.89,  1.03, 155.5,   NaN, 2.295000,  68.0,  2.048E-01,  3.808E-03,  5.633E-05,        NaN,  44.5,  9.242E-02,  8.676E-02
2130.,  7.906E-02,  7.916E-02,  4.200E-04,  3.333E-06,   NaN,  8.128E-02,  7.607E-02,  3.412E-04,  1.060E-03,   NaN,  50.82,  51.66,  24.2, 706.0, 762.0, 245.1, 707.4, 283.7, 858.1,  10.0, 471.1, 735.5, 116.2,  10.0, 639.8, 261.5, 449.7, 726.1, 677.9, 738.3, 705.0,  63.5,  73.2, 614.4, 451.9, 516.3, 277.2,  89.7, 250.0, 118.2,  95.6,  89.1,  73.2, -5.06, -3.62, -4.87, -2.65, -0.33,  0.99,  0.94,  0.87,  1.06, 154.3,   NaN, 2.338833,  68.0,  2.049E-01,  3.704E-03,  5.683E-05,        NaN,  43.7,  9.095E-02,  8.733E-02
2160.,  7.219E-02,  8.416E-02,  4.083E-04,  1.283E-05,   NaN,  7.100E-02,  8.180E-02,  7.240E-04,  1.786E-03,   NaN,  52.72,  53.24,  24.2, 713.5, 782.0, 231.3, 715.5, 281.5, 866.1,  10.0, 476.6, 745.4, 120.7,  10.0, 650.9, 264.8, 451.3, 728.4, 683.4, 744.4, 711.2,  62.9,  73.6, 617.1, 440.8, 515.2, 303.8,  91.5, 256.2,  96.3,  92.4,  88.6,  69.3, -5.13, -3.62, -4.85, -2.62, -0.50,  0.95,  0.92,  0.85,  1.05, 156.9,   NaN, 2.322167,  68.3,  2.048E-01,  3.775E-03,  5.633E-05,        NaN,  45.2,  9.665E-02,  9.432E-02
2190.,  6.577E-02,  8.658E-02,  4.220E-04,  6.000E-06,   NaN,  7.887E-02,  7.779E-02,  5.073E-04,  3.562E-04,   NaN,  53.51,  54.22,  24.2, 741.9, 808.2, 232.3, 730.1, 283.5, 871.2,  10.0, 486.8, 763.3, 121.7,  10.0, 666.6, 267.8, 467.2, 741.8, 694.8, 748.7, 719.6,  64.3,  73.7, 631.1, 444.7, 520.9, 309.4,  94.5, 262.7,  95.9,  93.9,  91.6,  71.5, -5.20, -3.66, -4.92, -2.65, -0.54,  0.96,  0.91,  0.85,  1.03, 161.0,   NaN, 2.284000,  68.9,  2.046E-01,  3.955E-03,  5.667E-05,        NaN,  47.3,  9.943E-02,  8.948E-02
